Equipment_ID,Equipment_Name,Category,Status,Current_Site,Site_Lat,Site_Long,Initial_Cost (₹),Maintenance_Cost/day (₹),Rent_Cost/day (₹),Start_Date,End_Date,Days_Active,Maintenance_Status
EQ2443,Harness Set,Safety,In Maintenance,-,-,-,15000,1178,300,3/27/2025,-,14,Under Repair
EQ2444,Compressor,Technical Equipment,On Rent,-,-,-,600000,99,1800,7/15/2025,-,25,Available
EQ2445,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1405,150,1/19/2025,1/25/2025,6,Available
EQ2446,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,1916,8000,4/8/2025,-,19,Available
EQ2447,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,1403,1800,9/15/2025,-,14,Under Repair
EQ2448,Safety Net,Safety,On Rent,-,-,-,20000,1329,250,5/13/2025,-,8,Available
EQ2449,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,786,7000,6/16/2025,-,24,Available
EQ2450,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,473,250,10/4/2025,-,21,Available
EQ2451,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,767,9500,11/18/2025,-,17,Available
EQ2452,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,851,1200,7/23/2025,-,14,Under Repair
EQ2453,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,1809,7000,1/29/2025,-,7,Available
EQ2454,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,889,1200,10/23/2025,-,6,Available
EQ2455,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,1689,6500,2/20/2025,-,13,Available
EQ2456,Gloves Pack,Safety,In Maintenance,-,-,-,5000,809,100,5/17/2025,-,12,Under Repair
EQ2457,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,340,1200,10/12/2025,10/24/2025,12,Available
EQ2458,Dump Truck,Transportation,On Rent,-,-,-,4500000,1716,9500,5/7/2025,-,15,Available
EQ2459,Road Roller,Transportation,On Rent,-,-,-,3000000,417,7000,4/30/2025,-,7,Available
EQ2460,Gloves Pack,Safety,On Rent,-,-,-,5000,579,100,7/25/2025,-,25,Available
EQ2461,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,618,120,9/17/2025,-,30,Available
EQ2462,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,541,150,11/7/2025,-,25,Available
EQ2463,Loader,Transportation,On Rent,-,-,-,1500000,1922,5000,9/16/2025,-,5,Available
EQ2464,Crane,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,2000000,132,6500,1/25/2025,-,7,Available
EQ2465,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,263,5000,2/6/2025,-,30,Available
EQ2466,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,801,5000,9/20/2025,-,5,Under Repair
EQ2467,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,1707,5000,11/6/2025,-,13,Available
EQ2468,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,1514,250,7/30/2025,-,29,Available
EQ2469,Loader,Transportation,On Rent,-,-,-,1500000,918,5000,7/25/2025,-,21,Available
EQ2470,Safety Net,Safety,Inventory,-,-,-,20000,209,250,6/8/2025,6/13/2025,5,Available
EQ2471,Safety Jacket,Safety,On Rent,-,-,-,6000,808,120,11/21/2025,-,28,Available
EQ2472,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,136,9500,8/21/2025,-,9,Available
EQ2473,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,1837,150,6/15/2025,-,19,Available
EQ2474,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,1913,9500,4/15/2025,-,16,Available
EQ2475,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,1273,6500,2/19/2025,-,7,Available
EQ2476,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,1099,6500,1/4/2025,-,14,Available
EQ2477,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,1382,1200,5/13/2025,-,17,Available
EQ2478,Safety Net,Safety,Inventory,-,-,-,20000,1650,250,2/20/2025,2/25/2025,5,Available
EQ2479,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1063,8000,8/30/2025,9/4/2025,5,Available
EQ2480,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1680,1500,9/24/2025,-,9,Under Repair
EQ2481,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,1204,5000,3/24/2025,-,8,Available
EQ2482,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,792,8000,5/9/2025,-,28,Available
EQ2483,Compressor,Technical Equipment,Inventory,-,-,-,600000,388,1800,1/16/2025,1/21/2025,5,Available
EQ2484,Crane,Transportation,Inventory,-,-,-,2000000,1504,6500,6/29/2025,7/8/2025,9,Available
EQ2485,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1804,1500,10/10/2025,-,17,Available
EQ2486,Crane,Transportation,Inventory,-,-,-,2000000,1622,6500,7/10/2025,7/25/2025,15,Available
EQ2487,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,541,100,2/13/2025,-,21,Available
EQ2488,Safety Jacket,Safety,Inventory,-,-,-,6000,1302,120,5/6/2025,5/19/2025,13,Available
EQ2489,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,631,7000,9/27/2025,-,5,Available
EQ2490,Excavator,Technical Equipment,Inventory,-,-,-,2500000,210,8000,5/9/2025,5/20/2025,11,Available
EQ2491,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,1093,9500,3/15/2025,-,28,Available
EQ2492,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,1593,8000,8/31/2025,-,14,Available
EQ2493,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,1741,8000,11/8/2025,-,20,Available
EQ2494,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,680,8000,8/21/2025,-,15,Under Repair
EQ2495,Compressor,Technical Equipment,Inventory,-,-,-,600000,785,1800,5/17/2025,5/31/2025,14,Available
EQ2496,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1049,120,1/25/2025,-,3,Under Repair
EQ2497,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1332,8000,10/17/2025,10/23/2025,6,Available
EQ2498,Bulldozer,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3500000,228,8000,10/20/2025,-,11,Available
EQ2499,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1117,150,5/27/2025,6/2/2025,6,Available
EQ2500,Harness Set,Safety,Inventory,-,-,-,15000,781,300,1/13/2025,1/23/2025,10,Available
EQ2501,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,736,8000,9/9/2025,-,13,Available
EQ2502,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,1687,1500,11/2/2025,-,20,Available
EQ2503,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,1313,1200,3/28/2025,-,20,Available
EQ2504,Crane,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,2000000,541,6500,8/10/2025,-,13,Available
EQ2505,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,1110,9500,1/1/2025,-,28,Available
EQ2506,Excavator,Technical Equipment,Inventory,-,-,-,2500000,815,8000,9/21/2025,9/22/2025,1,Available
EQ2507,Safety Jacket,Safety,On Rent,Kusunda Overpass,23.74,86.42,6000,1133,120,11/4/2025,-,26,Available
EQ2508,Gloves Pack,Safety,Inventory,-,-,-,5000,438,100,9/13/2025,9/14/2025,1,Available
EQ2509,Safety Jacket,Safety,On Rent,Kusunda Overpass,23.74,86.42,6000,1710,120,4/8/2025,-,24,Available
EQ2510,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,983,9500,11/24/2025,-,19,Available
EQ2511,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,571,5000,1/29/2025,-,15,Under Repair
EQ2512,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,1158,1800,5/9/2025,-,23,Available
EQ2513,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1459,1200,6/25/2025,-,9,Under Repair
EQ2514,Loader,Transportation,In Maintenance,-,-,-,1500000,1259,5000,2/26/2025,-,15,Under Repair
EQ2515,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1442,8000,9/13/2025,-,14,Available
EQ2516,Crane,Transportation,Inventory,-,-,-,2000000,1627,6500,4/9/2025,4/13/2025,4,Available
EQ2517,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1446,8000,3/6/2025,-,10,Under Repair
EQ2518,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,455,8000,11/24/2025,-,13,Under Repair
EQ2519,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,940,250,5/13/2025,-,28,Available
EQ2520,Bulldozer,Transportation,Inventory,-,-,-,3500000,855,8000,3/2/2025,3/7/2025,5,Available
EQ2521,Safety Helmet Set,Safety,Inventory,-,-,-,8000,438,150,10/22/2025,10/26/2025,4,Available
EQ2522,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,339,8000,3/29/2025,-,8,Under Repair
EQ2523,Safety Jacket,Safety,Inventory,-,-,-,6000,617,120,2/27/2025,3/8/2025,9,Available
EQ2524,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,343,1500,1/21/2025,-,25,Available
EQ2525,Road Roller,Transportation,On Rent,-,-,-,3000000,1463,7000,2/26/2025,-,19,Available
EQ2526,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,900,7000,8/15/2025,-,8,Available
EQ2527,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1712,1500,3/30/2025,-,5,Under Repair
EQ2528,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,1960,8000,2/24/2025,-,12,Available
EQ2529,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,867,120,6/18/2025,-,22,Available
EQ2530,Loader,Transportation,In Maintenance,-,-,-,1500000,1213,5000,7/12/2025,-,8,Under Repair
EQ2531,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,792,1800,10/30/2025,-,12,Available
EQ2532,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,1637,5000,2/13/2025,-,23,Available
EQ2533,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,103,300,6/21/2025,-,22,Available
EQ2534,Dump Truck,Transportation,Inventory,-,-,-,4500000,444,9500,9/11/2025,9/13/2025,2,Available
EQ2535,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,2065,1200,9/23/2025,-,7,Available
EQ2536,Harness Set,Safety,Inventory,-,-,-,15000,1658,300,2/5/2025,2/17/2025,12,Available
EQ2537,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,144,6500,11/2/2025,-,17,Available
EQ2538,Gloves Pack,Safety,In Maintenance,-,-,-,5000,1054,100,3/15/2025,-,11,Under Repair
EQ2539,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,1467,1200,5/26/2025,-,17,Available
EQ2540,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,1527,8000,1/16/2025,-,7,Available
EQ2541,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1655,1500,3/20/2025,-,28,Available
EQ2542,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,284,5000,6/8/2025,-,3,Under Repair
EQ2543,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,519,5000,1/24/2025,2/1/2025,8,Available
EQ2544,Harness Set,Safety,On Rent,-,-,-,15000,1343,300,2/12/2025,-,22,Available
EQ2545,Harness Set,Safety,On Rent,-,-,-,15000,1526,300,11/6/2025,-,7,Available
EQ2546,Safety Jacket,Safety,In Maintenance,-,-,-,6000,756,120,3/19/2025,-,2,Under Repair
EQ2547,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1124,1800,6/14/2025,-,22,Available
EQ2548,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,1079,1500,6/25/2025,-,17,Available
EQ2549,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1075,8000,8/5/2025,8/7/2025,2,Available
EQ2550,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,1407,6500,3/7/2025,-,16,Available
EQ2551,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,848,1800,4/16/2025,-,5,Under Repair
EQ2552,Compressor,Technical Equipment,On Rent,-,-,-,600000,2020,1800,1/24/2025,-,10,Available
EQ2553,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1338,7000,1/25/2025,-,5,Under Repair
EQ2554,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,882,1200,7/4/2025,-,16,Available
EQ2555,Gloves Pack,Safety,Inventory,-,-,-,5000,1608,100,8/25/2025,8/28/2025,3,Available
EQ2556,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1187,7000,7/11/2025,-,13,Under Repair
EQ2557,Safety Net,Safety,On Rent,-,-,-,20000,1185,250,8/17/2025,-,12,Available
EQ2558,Safety Helmet Set,Safety,Inventory,-,-,-,8000,365,150,2/22/2025,2/27/2025,5,Available
EQ2559,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,953,1800,4/27/2025,-,30,Available
EQ2560,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,1246,9500,9/20/2025,-,30,Available
EQ2561,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,228,5000,3/2/2025,-,23,Available
EQ2562,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,1102,6500,3/4/2025,-,9,Available
EQ2563,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,451,150,6/8/2025,-,23,Available
EQ2564,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1557,1500,11/8/2025,11/19/2025,11,Available
EQ2565,Hydraulic Breaker,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,1200000,1855,5000,4/30/2025,-,11,Available
EQ2566,Safety Jacket,Safety,On Rent,-,-,-,6000,384,120,3/26/2025,-,21,Available
EQ2567,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,102,8000,6/4/2025,-,8,Available
EQ2568,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,689,1800,8/20/2025,-,8,Available
EQ2569,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,545,300,5/2/2025,-,18,Available
EQ2570,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,766,6500,9/6/2025,-,19,Available
EQ2571,Compressor,Technical Equipment,Inventory,-,-,-,600000,1288,1800,8/7/2025,8/11/2025,4,Available
EQ2572,Harness Set,Safety,Inventory,-,-,-,15000,1517,300,5/28/2025,6/1/2025,4,Available
EQ2573,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1369,1200,7/7/2025,7/13/2025,6,Available
EQ2574,Road Roller,Transportation,In Maintenance,-,-,-,3000000,528,7000,2/13/2025,-,12,Under Repair
EQ2575,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,696,100,12/1/2025,-,24,Available
EQ2576,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,1196,1500,5/21/2025,-,14,Available
EQ2577,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1011,8000,4/22/2025,-,3,Under Repair
EQ2578,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,634,250,3/15/2025,-,29,Available
EQ2579,Harness Set,Safety,Inventory,-,-,-,15000,476,300,7/14/2025,7/19/2025,5,Available
EQ2580,Gloves Pack,Safety,On Rent,Kusunda Overpass,23.74,86.42,5000,970,100,7/14/2025,-,15,Available
EQ2581,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1064,150,7/9/2025,7/23/2025,14,Available
EQ2582,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,1192,150,5/6/2025,-,30,Available
EQ2583,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,2028,8000,3/3/2025,-,28,Available
EQ2584,Welding Generator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,400000,604,1200,7/25/2025,-,5,Available
EQ2585,Excavator,Technical Equipment,Inventory,-,-,-,2500000,416,8000,4/14/2025,4/29/2025,15,Available
EQ2586,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,508,1500,2/10/2025,-,29,Available
EQ2587,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1894,5000,4/19/2025,-,9,Under Repair
EQ2588,Welding Generator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,400000,1279,1200,11/19/2025,-,16,Available
EQ2589,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1264,1500,7/14/2025,7/15/2025,1,Available
EQ2590,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,831,1800,5/2/2025,-,27,Available
EQ2591,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,375,250,2/24/2025,-,24,Available
EQ2592,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,349,5000,2/16/2025,-,27,Available
EQ2593,Safety Jacket,Safety,On Rent,-,-,-,6000,1375,120,6/25/2025,-,18,Available
EQ2594,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,746,150,10/12/2025,-,2,Under Repair
EQ2595,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,502,6500,4/15/2025,-,23,Available
EQ2596,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,1763,150,10/17/2025,-,17,Available
EQ2597,Excavator,Technical Equipment,Inventory,-,-,-,2500000,437,8000,3/26/2025,4/1/2025,6,Available
EQ2598,Hydraulic Breaker,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,1200000,1560,5000,8/16/2025,-,26,Available
EQ2599,Compressor,Technical Equipment,Inventory,-,-,-,600000,912,1800,3/30/2025,4/9/2025,10,Available
EQ2600,Gloves Pack,Safety,In Maintenance,-,-,-,5000,1471,100,10/17/2025,-,13,Under Repair
EQ2601,Compressor,Technical Equipment,Inventory,-,-,-,600000,242,1800,4/14/2025,4/29/2025,15,Available
EQ2602,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,2082,9500,8/20/2025,-,7,Under Repair
EQ2603,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,1173,5000,7/10/2025,-,18,Available
EQ2604,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,1658,8000,3/30/2025,-,26,Available
EQ2605,Welding Generator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,400000,1966,1200,11/17/2025,-,20,Available
EQ2606,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1265,1500,8/7/2025,8/14/2025,7,Available
EQ2607,Loader,Transportation,On Rent,-,-,-,1500000,1131,5000,9/7/2025,-,27,Available
EQ2608,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,317,1800,11/20/2025,-,3,Under Repair
EQ2609,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,1210,120,8/27/2025,-,5,Available
EQ2610,Bulldozer,Transportation,Inventory,-,-,-,3500000,1748,8000,4/5/2025,4/10/2025,5,Available
EQ2611,Harness Set,Safety,In Maintenance,-,-,-,15000,1596,300,11/10/2025,-,13,Under Repair
EQ2612,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1850,150,10/10/2025,-,2,Under Repair
EQ2613,Excavator,Technical Equipment,Inventory,-,-,-,2500000,992,8000,9/8/2025,9/20/2025,12,Available
EQ2614,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1517,1200,6/13/2025,6/24/2025,11,Available
EQ2615,Road Roller,Transportation,Inventory,-,-,-,3000000,618,7000,5/29/2025,6/10/2025,12,Available
EQ2616,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1701,1500,9/29/2025,-,5,Available
EQ2617,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,631,7000,4/30/2025,-,13,Available
EQ2618,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,521,1200,6/5/2025,-,20,Available
EQ2619,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,277,8000,7/21/2025,-,15,Available
EQ2620,Bulldozer,Transportation,Inventory,-,-,-,3500000,1586,8000,9/26/2025,10/8/2025,12,Available
EQ2621,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,1538,150,10/15/2025,-,15,Available
EQ2622,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1944,1200,11/24/2025,12/9/2025,15,Available
EQ2623,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,1503,120,9/11/2025,-,14,Available
EQ2624,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,1475,100,10/14/2025,-,16,Available
EQ2625,Safety Helmet Set,Safety,Inventory,-,-,-,8000,2084,150,4/12/2025,4/19/2025,7,Available
EQ2626,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,368,300,4/29/2025,-,27,Available
EQ2627,Loader,Transportation,On Rent,Kusunda Overpass,23.74,86.42,1500000,1726,5000,10/2/2025,-,13,Available
EQ2628,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1746,1500,2/26/2025,-,2,Under Repair
EQ2629,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,1084,8000,5/2/2025,-,15,Available
EQ2630,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,1334,5000,11/10/2025,-,6,Available
EQ2631,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,554,7000,3/23/2025,-,13,Available
EQ2632,Crane,Transportation,Inventory,-,-,-,2000000,916,6500,7/7/2025,7/11/2025,4,Available
EQ2633,Compressor,Technical Equipment,Inventory,-,-,-,600000,112,1800,7/1/2025,7/5/2025,4,Available
EQ2634,Safety Jacket,Safety,Inventory,-,-,-,6000,107,120,8/15/2025,8/20/2025,5,Available
EQ2635,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1538,150,9/4/2025,-,11,Under Repair
EQ2636,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,526,300,11/13/2025,-,29,Available
EQ2637,Crane,Transportation,On Rent,-,-,-,2000000,1122,6500,8/16/2025,-,7,Available
EQ2638,Safety Net,Safety,On Rent,Kusunda Overpass,23.74,86.42,20000,878,250,4/4/2025,-,30,Available
EQ2639,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1196,8000,9/11/2025,-,14,Under Repair
EQ2640,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,1705,8000,3/23/2025,-,22,Available
EQ2641,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1455,8000,6/7/2025,-,22,Available
EQ2642,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,184,1500,1/21/2025,-,19,Available
EQ2643,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,999,1800,3/13/2025,-,21,Available
